Property reference number,Ratepayer,Address,Postcode,Latitude,Longitude,Property start date,Rateable value,VOA code,VOA description,Liability start date,Occupied,Exemptions,Exemptions start date,Mandatory Reliefs,Mandatory Relief Start Date,Pub Relief,Additional Relief,Revaluation Relief,Supporting Small Business Relief
459,,"Gnd Floor, 123, Harrogate Road, Bradford, BD2 3ES",BD2 3ES,53.81297,-1.72646,1990-04-01,10750,CS5,LAUNDERETTE AND PREMISES,2002-05-31,Y,,,,,,,,
463,Breedon Southern Limited,"Hope Cement, Marley Street, Bradford, BD3 9HE",BD3 9HE,53.79490,-1.73752,1990-04-01,37750,IM3,CONCRETE BATCHING PLANT AND PREMISES,2017-04-01,,Land,2017-04-01,,,,,,
467,,"18, Low Street, Keighley, BD21 3PN",BD21 3PN,53.86575,-1.90871,1990-04-01,8900,CS,,2010-06-16,Y,,,Small Business Rate Relief,2014-06-11,,,,
468,,"105, North Street, Keighley, BD21 3AA",BD21 3AA,53.86902,-1.90988,1990-04-01,18750,MH,SURGERY AND PREMISES,1997-02-01,Y,,,,,,,Yes,
475,Bradford MDC,"King George V Playing Fields, Aireworth Road, Keighley, BD21 4DB",BD21 4DB,53.87153,-1.88650,1990-04-01,45000,LS,SPORTS GROUND AND PREMISES,1990-04-01,Y,,,,,,,,
478,Swift News Ltd,"222-224, High Street, Wibsey, Bradford, BD6 1QP",BD6 1QP,53.76694,-1.77447,1990-04-01,8800,CS,SHOP AND PREMISES,2017-11-08,Y,,,,,,,,
479,,"Airedale Equestrial Services, Airedale Mills, Micklethwaite Lane, Bingley, BD16 3HP",BD16 3HP,53.86338,-1.84353,1990-04-01,8700,IF3,WORKSHOP AND PREMISES,2005-06-22,Y,,,Small Business Rate Relief,2007-04-01,,,,
480,,"Five Rise Locks Cafe, Beck Lane, Bingley, BD16 4DT",BD16 4DT,53.85652,-1.83783,1990-04-01,5000,CS,SHOP AND PREMISES,2011-08-05,Y,,,Small Business Rate Relief,2011-08-05,,,,
486,N R S Holdings Limited T/A Keighley Tyre Sales,"Unit 13-14, Royal Works, Goulbourne Street, Keighley, BD21 1PG",BD21 1PG,53.86296,-1.91374,1996-04-01,7500,IF3,WORKSHOP AND PREMISES,1998-12-19,Y,,,,,,,Yes,
491,,"The Gym 2nd Floor, 16-18, Mill Street, Bradford, BD1 4AB",BD1 4AB,53.79784,-1.74977,1998-10-26,4200,LX,GYMNASIUM AND PREMISES,1998-10-26,,Listed Building,2017-04-01,,,,,,
496,,"263, Legrams Lane, Bradford, BD7 2EJ",BD7 2EJ,53.78939,-1.78534,1990-04-01,4750,CS,SHOP AND PREMISES,2001-04-15,Y,,,Small Business Rate Relief,2007-04-01,,,,
498,Strandpark Properties Limited,"2nd Floor, 29-31, Kirkgate, Bradford, BD1 1QB",BD1 1QB,53.79490,-1.75245,1990-04-01,6500,CO,OFFICES AND PREMISES,2012-12-25,,,,,,,,,
499,Wilson'S Truck Wash Ltd,"Unit 9, West Bradford Industrial Park, Barnes Road, Bradford, BD8 9TG",BD8 9TG,53.79788,-1.79090,1990-04-01,8200,CW,WAREHOUSE AND PREMISES,2014-06-25,Y,,,Small Business Rate Relief,2014-06-25,,,,
503,Ladbrokes Betting & Gaming Limited,"27-29, Low Street, Keighley, BD21 3PP",BD21 3PP,53.86593,-1.90809,1990-04-01,21750,CS,SHOP AND PREMISES,2008-04-01,Y,,,,,,,,
506,Pennine House Limited,"Car Park Space No 32, R-O Pennine House, 39-45, Well Street, Bradford, BD1 5NU",BD1 5NU,53.79482,-1.74824,1990-04-01,600,CP1,CAR PARKING SPACE AND PREMISES,2017-08-30,,Rateable Value,2017-12-30,,,,,,
510,Poppy Red Online Limited,"Unit 3b, Townhead Mill, Main Street, Addingham, LS29 0PD",LS29 0PD,53.94441,-1.88843,1998-08-01,5500,IF3,WORKSHOP AND PREMISES,2017-02-01,Y,,,Small Business Rate Relief,2017-02-01,,,,
512,Dobson And Robinson Limited,"46, The Grove, Ilkley, LS29 9EE",LS29 9EE,53.92474,-1.82558,1991-04-01,31250,CS,SHOP AND PREMISES,2003-07-01,Y,,,,,,,Yes,
513,,"Sunnymead, Bingley Road, Menston, Ilkley, LS29 6AX",LS29 6AX,53.88528,-1.75527,1990-04-01,12250,CX,KENNELS AND PREMISES,2002-10-13,Y,,,Small Business Rate Relief,2007-04-01,,,,
517,,"121, Harrogate Road, Bradford, BD2 3ES",BD2 3ES,53.81297,-1.72646,1990-04-01,9300,CS,SHOP AND PREMISES,2017-12-11,,,,,,,,,
519,,"Unit 7, 935, Leeds Road, Bradford, BD3 8JB",BD3 8JB,53.79763,-1.71193,1990-04-01,1900,IF3,WORKSHOP AND PREMISES,2002-05-20,Y,,,Small Business Rate Relief,2007-04-01,,,,
525,Varley Builders Limited,"Unit 61, Mantra House, South Street, Keighley, BD21 1SX",BD21 1SX,53.86302,-1.91111,1990-04-01,2100,IF3,WORKSHOP AND PREMISES,2017-06-01,Y,,,Small Business Rate Relief,2017-06-01,,,,
526,,"Motorhub, Oakworth Road, Keighley, BD21 1QT",BD21 1QT,53.86307,-1.91657,1990-04-01,12250,CP,"CAR DISPLAY, PARKING, STORES AND PREMISES",2012-12-05,Y,,,Small Business Rate Relief,2012-12-05,,,,
534,,"739, Little Horton Lane, Bradford, BD5 9EH",BD5 9EH,53.77605,-1.77174,1990-04-01,2850,CS,SHOP AND PREMISES,2004-06-17,,Rateable Value,2004-06-17,,,,,,
540,,"Unit 12, Royal Works, Goulbourne Street, Keighley, BD21 1PG",BD21 1PG,53.86296,-1.91374,1996-04-01,4200,IF3,WORKSHOP AND PREMISES,2008-04-01,Y,,,Small Business Rate Relief,2008-04-01,,,,
541,,"47, Wilsden Road, Bradford, BD15 9AD",BD15 9AD,53.81406,-1.83661,1995-04-01,3850,CS,SHOP AND PREMISES,1998-07-16,Y,,,Small Business Rate Relief,2007-04-01,,,,
549,,"3rd Floor, 16-18, Mill Street, Bradford, BD1 4AB",BD1 4AB,53.79784,-1.74977,1998-10-26,8800,CW3,STORE AND PREMISES,2010-04-01,,Listed Building,2010-04-01,,,,,,
553,,"241, Legrams Lane, Bradford, BD7 2EJ",BD7 2EJ,53.78939,-1.78534,1990-04-01,4250,CS,SHOP AND PREMISES,2008-04-01,Y,,,Small Business Rate Relief,2008-04-01,,,,
556,,"2nd Floor, 5a, Hustlergate, Bradford, BD1 1RE",BD1 1RE,53.79425,-1.75263,1990-04-01,2425,IF3,WORKSHOP AND PREMISES,2012-06-01,Y,,,Small Business Rate Relief,2012-06-01,,,,
557,,"73, Low Street, Keighley, BD21 3QP",BD21 3QP,53.86615,-1.90608,1990-04-01,13250,CS,SHOP AND PREMISES,2013-08-01,Y,,,Small Business Rate Relief,2013-08-01,,,,
558,Bradnet,"Car Park Adj, 1a, Middle Street, Bradford, BD1 4QP",BD1 4QP,53.79724,-1.75416,1990-04-01,9600,CP,CAR PARK AND PREMISES,2017-04-04,Y,,,,,,,,
560,,"209a, Great Horton Road, Bradford, BD7 1RP",BD7 1RP,53.78743,-1.77260,1990-04-01,2150,CS,SHOP AND PREMISES,1997-02-17,,Rateable Value,1998-05-01,,,,,,
563,Pennine House Limited,"Car Park Space No 20, R-O Pennine House, 39-45, Well Street, Bradford, BD1 5NU",BD1 5NU,53.79482,-1.74824,1990-04-01,600,CP1,CAR PARKING SPACE AND PREMISES,2017-08-30,,Rateable Value,2017-12-30,,,,,,
564,,"17, Harrogate Road, Bradford, BD2 3DY",BD2 3DY,53.81091,-1.72798,1990-04-01,6900,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,2016-11-14,Y,,,Small Business Rate Relief,2016-11-14,,,,
574,,"145, Skipton Road, Keighley, BD21 3BG",BD21 3BG,53.87149,-1.91001,1990-04-01,7200,CR,,2016-09-01,Y,,,Small Business Rate Relief,2016-09-01,,,,
575,,"119, Harrogate Road, Bradford, BD2 3ES",BD2 3ES,53.81297,-1.72646,1990-04-01,10000,CS,SHOP AND PREMISES,2015-04-01,Y,,,Small Business Rate Relief,2015-04-01,,,,
578,Clear Channel Uk Limited,"Board No 4067 Adj Bowling, Railway Bridge, Wakefield Road, Bradford, BD4 7PE",BD4 7PE,53.78790,-1.74089,1992-04-01,1775,CA,ADVERTISING RIGHT AND PREMISES,1992-04-01,Y,,,,,,,,
579,,"297, Leeds Road, Bradford, BD3 9JY",BD3 9JY,53.79265,-1.73638,1990-04-01,7000,CS,,2003-04-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
581,Advanced Supply Chain (Bfd) Ltd,"Factory Office And Premises, Wharfedale Road, Bradford, BD4 6SQ",BD4 6SQ,53.75103,-1.74122,1990-04-01,410000,IF,FACTORY AND PREMISES,2016-10-01,Y,,,,,,,,
583,,"Commercial Inn, Church Street, Keighley, BD21 5HS",BD21 5HS,53.86525,-1.91004,1990-04-01,30250,CL,PUBLIC HOUSE AND PREMISES,1993-12-15,Y,,,,,Yes,,,
585,,"Chaplins Bistro, Oak Street, Haworth, Keighley, BD22 8NW",BD22 8NW,53.83052,-1.94769,1990-04-01,8900,CR,RESTAURANT AND PREMISES,1997-11-03,Y,,,Small Business Rate Relief,2007-04-01,,,,
586,Bradford MDC,"Cemetery, Hebden Bridge Road, Oxenhope, Keighley, BD22 9QH",BD22 9QH,53.80662,-1.96282,1990-04-01,1925,MC,CEMETERY AND PREMISES,1990-04-01,Y,,,,,,,,
589,Hire Station Limited,"Warehouse, Wakefield Road, Bradford, BD4 7LX",BD4 7LX,53.78360,-1.73406,1996-11-25,53500,CW,,2017-02-24,Y,,,,,,,,
594,Kinder Haven Limited,"Kinder Haven, 69, Halifax Road, Bradford, BD6 1JQ",BD6 1JQ,53.76148,-1.76924,1990-04-01,51500,EN1,,2011-12-20,Y,,,,,,,Yes,
597,Beckfoot & Bingley Tennis Club,"Tennis Courts And Clubhouse, Beckfoot Lane, Bingley, BD16 1LX",BD16 1LX,53.83932,-1.83534,1990-04-01,2600,LX,TENNIS COURTS & PREMISES,1990-04-01,Y,,,Small Business Rate Relief,2010-04-01,,,,
600,,"1, Leamington Street, Bradford, BD9 4QZ",BD9 4QZ,53.80943,-1.77564,1990-04-01,5900,CS,SHOP AND PREMISES,2006-04-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
604,,"48, Wrose Road, Shipley, BD18 1NT",BD18 1NT,53.82862,-1.75834,1990-04-01,4350,CS,SHOP AND PREMISES,2003-11-13,Y,,,Small Business Rate Relief,2007-04-01,,,,
606,,"250, Whetley Lane, Bradford, BD8 9DJ",BD8 9DJ,53.80343,-1.77625,1990-04-01,5000,CS,SHOP AND PREMISES,2011-07-15,Y,,,Small Business Rate Relief,2011-07-15,,,,
623,,"9-11, Harrogate Road, Bradford, BD2 3DT",BD2 3DT,53.80927,-1.72946,1990-04-01,5400,CS,SHOP AND PREMISES,2016-03-12,Y,,,Small Business Rate Relief,2016-03-12,,,,
626,,"Schoolwood Farm Caravan Park, Straight Lane, Addingham, LS29 0JU",LS29 0JU,53.95619,-1.91365,1998-02-01,15525,CC4,CARAVAN PITCH AND PREMISES,1998-02-01,Y,,,,,,,,
627,,"9a, Cleasby Road, Menston, Ilkley, LS29 6JE",LS29 6JE,53.89091,-1.73563,1990-07-01,2900,CO,OFFICES AND PREMISES,2013-04-01,Y,,,Small Business Rate Relief,2013-04-01,,,,
628,Allan Burns Limited,"Unit 2, Station Oil Works, Thwaites, Keighley, BD21 4NQ",BD21 4NQ,53.86844,-1.88801,1997-05-01,1775,CO,OFFICES AND PREMISES,1997-05-01,Y,,,Small Business Rate Relief,2015-04-01,,,,
630,The James Clarke And Sarah Foley Trust For The Elderly,"Day Centre And Premises, Cunliffe Road, Ilkley, LS29 9DZ",LS29 9DZ,53.92568,-1.82666,1990-04-01,28250,LC,,1991-04-01,Y,,,Mandatory Relief,1998-04-01,,,,
635,Lloyds Bank Plc,"983, Leeds Road, Bradford, BD3 7ND",BD3 7ND,53.79934,-1.71020,1990-04-01,11750,CS1,BANK AND PREMISES,1990-04-01,Y,,,,,,,,
641,,"12, New Market, Low Street, Keighley, BD21 3PQ",BD21 3PQ,53.86532,-1.90747,1990-04-01,3750,CS,MARKET STALL,2017-08-31,Y,,,Small Business Rate Relief,2017-08-31,,,,
643,,"97, Lidget, Oakworth, Keighley, BD22 7HN",BD22 7HN,53.84620,-1.94701,1990-04-01,2150,CS,SHOP AND PREMISES,2016-06-01,Y,,,Small Business Rate Relief,2016-06-01,,,,
644,Oxenhope Ce Primary School,"Oxenhope Ce Primary School, Cross Lane, Oxenhope, Keighley, BD22 9LH",BD22 9LH,53.81096,-1.95488,1990-04-01,28500,EL,SCHOOL AND PREMISES,2016-07-01,Y,,,Mandatory Relief,2016-07-01,,,Yes,
645,,"397, Beacon Road, Bradford, BD6 3NB",BD6 3NB,53.77238,-1.80788,1990-04-01,4650,CS,SHOP AND PREMISES,2015-04-20,Y,,,Small Business Rate Relief,2015-04-20,,,,
652,,"28, Wibsey Bank, Bradford, BD6 1AN",BD6 1AN,53.76772,-1.76398,1990-04-01,3050,CS,SHOP AND PREMISES,1998-12-15,Y,,,Small Business Rate Relief,2007-04-01,,,,
654,Feature Radiators Limited,"134-140, Main Street, Bingley, BD16 2HL",BD16 2HL,53.84939,-1.83936,1990-04-01,12000,CO,OFFICES AND PREMISES,2013-02-07,Y,,,,,,,,
661,Salts Estates Ltd,"The Bookstore 2nd Floor, Salts Mill, Victoria Road, Saltaire, Shipley, BD18 3LA",BD18 3LA,53.83834,-1.78772,1993-04-01,36500,CW,WAREHOUSE AND PREMISES,2000-09-01,Y,,,,,,,,
664,Clear Channel Uk Limited,"Advert Right 0701 0101 , At Front Of Co-Op, Duckworth Lane, Bradford, BD9 5EP",BD9 5EP,53.80622,-1.78828,1990-04-01,850,CA,ADVERTISING RIGHT AND PREMISES,1990-04-01,Y,,,,,,,,
671,One Vision Bradford Limited,"25-27, Tyrrel Street, Bradford, BD1 1RU",BD1 1RU,53.79354,-1.75341,1990-04-01,16500,CS,,2018-08-29,Y,,,,,,,,
677,Ellmac Limited,"60, Low Street, Keighley, BD21 3PT",BD21 3PT,53.86572,-1.90742,1990-04-01,9600,CS,SHOP AND PREMISES,2008-08-28,Y,,,,,,,,
678,Hig Luxembourg Holdings 79 Sarl,"16, Westgate Mall, Kirkgate Centre, Bradford, BD1 1QR",BD1 1QR,53.79479,-1.75556,1990-04-01,33750,CS,,2016-04-01,Y,,,,,,,,
680,Pennine House Limited,"Car Park Space No 19, R-O Pennine House, 39-45, Well Street, Bradford, BD1 5NU",BD1 5NU,53.79482,-1.74824,1990-04-01,600,CP1,CAR PARKING SPACE AND PREMISES,2017-08-30,,Rateable Value,2017-12-30,,,,,,
684,Bradford MDC,"Car Park At, Main Street, Addingham, LS29 0PD",LS29 0PD,53.94441,-1.88843,1992-04-01,800,CP,CAR PARK,1992-04-01,Y,,,,,,,,
685,,"Next Unit 2 And 10, Station Oil Works, Thwaites, Keighley, BD21 4NQ",BD21 4NQ,53.86844,-1.88801,1997-05-01,8000,CG2,GARAGE AND PREMISES,2015-04-02,Y,,,Small Business Rate Relief,2015-04-02,,,,
687,Ilkley Grammar School,"Ilkley Grammar School, Cowpasture Road, Ilkley, LS29 8TR",LS29 8TR,53.92100,-1.81373,1990-04-01,262500,EL,,2011-07-01,Y,,,Mandatory Relief,2011-07-01,,,,
689,,"117, Harrogate Road, Bradford, BD2 3ES",BD2 3ES,53.81297,-1.72646,1990-04-01,6200,CS,SHOP AND PREMISES,2007-04-10,Y,,,Small Business Rate Relief,2007-04-10,,,,
690,Bill Pringle Roofing Limited,"The Yard, East Parade, Baildon, BD17 6LY",BD17 6LY,53.85398,-1.76471,1990-04-01,4250,CW1,LAND USED FOR STORAGE AND PREMISES,2015-04-01,Y,,,Small Business Rate Relief,2015-04-01,,,,
692,,"1270, Leeds Road, Bradford, BD3 8LF",BD3 8LF,53.79468,-1.71475,1991-04-01,8000,CS,SHOP AND PREMISES,2013-08-12,Y,,,Small Business Rate Relief,2013-08-19,,,,
696,,"Shop, 856, Leeds Road, Bradford, BD3 8EZ",BD3 8EZ,53.79228,-1.72524,1990-04-01,5800,CS,SHOP AND PREMISES,2009-01-12,Y,,,Small Business Rate Relief,2009-01-12,,,,
700,Co-Operative Group Limited,"Oaklands, 149, Skipton Road, Keighley, BD21 3BG",BD21 3BG,53.87149,-1.91001,1990-04-01,12500,CO,OFFICES AND PREMISES,1990-04-01,Y,,,,,,,,
703,,"55, High Street, Queensbury, Bradford, BD13 2AD",BD13 2AD,53.76769,-1.84777,1990-04-01,2950,CS,SHOP AND PREMISES,2018-05-05,Y,,,Small Business Rate Relief,2018-05-05,,,,
709,,"16, Paley Road, Bradford, BD4 7EJ",BD4 7EJ,53.78404,-1.73756,1990-04-01,3700,CO,OFFICES AND PREMISES,2016-08-15,Y,,,Small Business Rate Relief,2016-08-15,,,,
712,,"5, Chapel Lane, Bingley, BD16 2NG",BD16 2NG,53.84760,-1.83716,1990-04-01,3900,CS,SHOP AND PREMISES,1993-09-21,Y,,,Small Business Rate Relief,2007-04-01,,,,
714,,"2, Mountain Ash, Thornton, BD13 3TU",BD13 3TU,53.79410,-1.85038,1996-03-01,4400,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,1996-03-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
716,,"Kings Tavern, Highgate, Bradford, BD9 4BB",BD9 4BB,53.81585,-1.78628,1990-04-01,0,CL,,2018-04-06,,Rateable Value,2018-04-06,,,,,,
718,Enterprise Rent A Car Ltd,"Enterprise Rent A Car, Sunderland Street, Keighley, BD21 5LE",BD21 5LE,53.86149,-1.91055,1997-04-01,8000,CX,LAND USED FOR CAR HIRE AND PREMISES,2004-05-15,Y,,,,,,,,
722,Nafees Bakers Limited,"210-212, Lilycroft Road, Bradford, BD9 5AJ",BD9 5AJ,53.80666,-1.78408,1990-04-01,18250,CS,,2010-08-25,Y,,,,,,,,
728,Froz Properties Ltd,"193, Legrams Lane, Bradford, BD7 2EJ",BD7 2EJ,53.78939,-1.78534,1990-04-01,2900,CS,SHOP AND PREMISES,2017-11-09,,,,,,,,,
736,K2 North Limited,"Korner Bar, 2, Church Street, Keighley, BD21 5HS",BD21 5HS,53.86525,-1.91004,1990-04-01,30250,CL,NIGHTCLUB & PREMS,2013-07-25,Y,,,,,Yes,,,
738,Pennine House Limited,"Car Park Space No 18, R-O Pennine House, 39-45, Well Street, Bradford, BD1 5NU",BD1 5NU,53.79482,-1.74824,1990-04-01,600,CP1,CAR PARKING SPACE AND PREMISES,2017-08-30,,Rateable Value,2017-12-30,,,,,,
739,,"5, Harrogate Road, Bradford, BD2 3DT",BD2 3DT,53.80927,-1.72946,1990-04-01,3700,CS,SHOP AND PREMISES,1991-09-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
740,,"Dubrovnik Hotel, 3, Oak Avenue, Bradford, BD8 7AQ",BD8 7AQ,53.81060,-1.76449,1990-04-01,31500,CH,HOTEL AND PREMISES,2004-10-31,Y,,,,,,,,
742,,"Unit 24, Townhead Mill, Main Street, Addingham, LS29 0PD",LS29 0PD,53.94441,-1.88843,1995-11-13,6500,CW3,STORE AND PREMISES,2013-04-03,Y,,,,,,,,
743,Wharfedale District Scout Council,"Camp Site, Curly Hill, Ilkley, LS29 0DT",LS29 0DT,53.93638,-1.81712,1990-04-01,2900,CC,CAMPING SITE AND PREMISES,1990-04-01,Y,,,Mandatory Relief,1998-04-01,,,,
749,Ascent Holdings Ltd,"Prince Of Wales Inn, 91, Harrogate Road, Bradford, BD2 3ES",BD2 3ES,53.81297,-1.72646,1990-04-01,16500,CL,PUBLIC HOUSE AND PREMISES,2017-04-28,,,,,,,,,
751,,"11a, Folkestone Street, Bradford, BD3 9NX",BD3 9NX,53.79633,-1.72806,1990-04-01,850,CW3,STORE AND PREMISES,2004-04-07,,Rateable Value,1992-01-01,,,,,,
754,,"270, Leeds Road, Bradford, BD3 9QX",BD3 9QX,53.79256,-1.73863,1990-04-01,7100,CS7,SHOWROOM AND PREMISES,2014-08-27,Y,,,Small Business Rate Relief,2014-08-27,,,,
758,The Picture House Cinema (Keighley) Limited,"The Picture House, North Street, Keighley, BD21 3AF",BD21 3AF,53.86951,-1.90933,1990-04-01,10600,LT,CINEMA AND PREMISES,1996-03-01,Y,,,Small Business Rate Relief,2010-04-01,,,,
761,,"168, Old Road, Horton Bank Top, Bradford, BD7 4ND",BD7 4ND,53.77459,-1.80109,1990-04-01,1000,CS,SHOP AND PREMISES,1994-04-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
765,,"63, Bradford Road, Riddlesden, Keighley, BD21 4EZ",BD21 4EZ,53.87681,-1.88309,1990-04-01,3850,CS,SHOP AND PREMISES,2000-09-30,Y,,,Small Business Rate Relief,2007-04-01,,,,
766,Pitcliffe Properties Ltd,"4, Pitcliffe Way, Upper Castle Street, Bradford, BD5 7SG",BD5 7SG,53.78342,-1.75027,1990-04-01,32500,CW,,2008-04-01,Y,,,,,,,,
767,Bradford MDC,"St Stephens Ce Primary School, Gaythorne Road, Bradford, BD5 7HU",BD5 7HU,53.77825,-1.75520,1990-04-01,66000,EL,,1990-04-01,Y,,,Mandatory Relief,1998-04-01,,,,
768,,"11, Folly Hall Road, Bradford, BD6 1UL",BD6 1UL,53.76574,-1.77578,1990-04-01,4350,CS,SHOP AND PREMISES,2007-05-23,Y,,,Small Business Rate Relief,2007-05-31,,,,
770,Shipley Golf Club Fao The Secretary,"Shipley Golf Club, Beckfoot Lane, Bingley, BD16 1LX",BD16 1LX,53.83932,-1.83534,1990-04-01,67500,LS2,,1990-04-01,Y,,,,,,,,
773,Freshwaters Christian Charity Shop,"21-23, Bridge Street, Keighley, BD21 1AA",BD21 1AA,53.86510,-1.91072,1996-11-22,7200,CS,SHOP AND PREMISES,2010-01-01,Y,,,Mandatory Relief,2016-08-28,,,,
779,,"158, Washington Street, Bradford, BD8 9QR",BD8 9QR,53.80450,-1.78973,1990-04-01,1825,CS,SHOP AND PREMISES,2005-04-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
780,,"Garage At, R-O, 40, High Street, Keighley, BD21 2LJ",BD21 2LJ,53.86574,-1.91168,1990-04-01,1750,CW3,STORE AND PREMISES,2012-03-17,Y,,,Small Business Rate Relief,2012-03-17,,,,
789,Thorntons Limited,"4, College Walk, Keighley, BD21 3PH",BD21 3PH,53.86657,-1.90836,1990-04-01,29750,CS,SHOP AND PREMISES,1996-11-26,Y,,,,,,,,
790,Coultas & Shaw (1938) Limited,"Car Park Before, 18, Salem Street, Bradford, BD1 4QH",BD1 4QH,53.79790,-1.75528,1990-04-01,13750,CP,CAR PARK AND PREMISES,2010-03-29,Y,,,Small Business Rate Relief,2017-04-01,,,,
793,,"10a, Summerville Road, Bradford, BD7 1PX",BD7 1PX,53.78944,-1.77087,1990-04-01,2750,CS,,2018-01-08,Y,,,Small Business Rate Relief,2018-01-08,,,,
795,Pennine House Limited,"Car Park Space No 17, R-O Pennine House, 39-45, Well Street, Bradford, BD1 5NU",BD1 5NU,53.79482,-1.74824,1990-04-01,600,CP1,CAR PARKING SPACE AND PREMISES,2017-08-30,,Rateable Value,2017-12-30,,,,,,
799,,"1-3, Elmsley Street, Steeton, Keighley, BD20 6SE",BD20 6SE,53.89658,-1.95133,1990-04-01,6200,CS,SHOP AND PREMISES,1994-04-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
800,G Hopwood Electrical Contractors Ltd,"Unit 23, Townhead Mill, Main Street, Addingham, LS29 0PD",LS29 0PD,53.94441,-1.88843,1995-11-13,5900,CW,WAREHOUSE AND PREMISES,2011-12-19,Y,,,Small Business Rate Relief,2012-01-16,,,,
803,,"12 Croft House, Croft Park, Menston, Ilkley, LS29 6NA",LS29 6NA,53.89091,-1.74284,1990-04-01,1150,CO,OFFICES AND PREMISES,2007-04-03,Y,,,Small Business Rate Relief,2007-04-03,,,,
804,,"89, Coach Road, Baildon, BD17 7LT",BD17 7LT,53.84113,-1.78843,1990-04-01,3800,CS,SHOP AND PREMISES,2002-08-22,Y,,,Small Business Rate Relief,2007-04-01,,,,
805,Bradford MDC,"Buckwood Cottage, Buck Mill Lane, Bradford, BD10 0TP",BD10 0TP,53.84742,-1.74233,1990-04-01,2375,CX,KENNELS AND CATTERIES,2014-04-02,,Rateable Value,2014-04-02,,,,,,
806,Sainsbury'S Supermarkets Ltd,"Supermarket, Harrogate Road, Bradford, BD10 0QF",BD10 0QF,53.82952,-1.71157,1990-04-01,307500,CS10,RETAIL WAREHOUSE AND PREMISES,2018-09-28,Y,,,,,,,,
807,,"6, Chapel Lane, Bingley, BD16 2NG",BD16 2NG,53.84760,-1.83716,1990-04-01,5200,CS,SHOP AND PREMISES,2012-06-01,Y,,,Small Business Rate Relief,2012-06-01,,,,
814,Primesight Limited,"Advert Right Board No 1702, On Gable Of, 609, Huddersfield Road, Wyke, Bradford, BD12 8HJ",BD12 8HJ,53.73995,-1.77002,1992-04-01,740,CA,ADVERTISING RIGHT AND PREMISES,2009-09-01,Y,,,,,,,,
818,,"Adj Cross Green, Station Road, Oxenhope, Keighley, BD22 9JT",BD22 9JT,53.81307,-1.95273,1990-04-01,1975,CS,SHOP AND PREMISES,2012-09-01,Y,,,Small Business Rate Relief,2012-09-01,,,,
821,,"8, Spencer Road, Bradford, BD7 2DH",BD7 2DH,53.78840,-1.77944,1990-04-01,3700,CS,SHOP AND PREMISES,2003-09-01,Y,,,Small Business Rate Relief,2007-04-01,,,,
825,Deol Stores Ltd,"380-382, Little Horton Lane, Bradford, BD5 0NX",BD5 0NX,53.78244,-1.76489,1990-04-01,9500,CS,,2011-08-02,Y,,,Small Business Rate Relief,2011-08-02,,,,
827,,"5, Lime Court, Crossflatts, Bingley, BD16 2BW",BD16 2BW,53.86083,-1.84488,1990-04-01,4850,CS,SHOP AND PREMISES,2014-01-19,Y,,,Small Business Rate Relief,2014-01-19,,,,
828,,"1, Poplar Terrace, Bingley, BD16 1DR",BD16 1DR,53.84414,-1.83415,1990-04-01,5300,CS3,HAIRDRESSING SALON AND PREMISES,2010-04-01,Y,,,Small Business Rate Relief,2010-04-01,,,,
829,,"5, The Parade, Cottingley, Bingley, BD16 1RP",BD16 1RP,53.82989,-1.82971,1990-04-01,5400,CS,SHOP AND PREMISES,2013-08-12,Y,,,Small Business Rate Relief,2013-08-12,,,,
833,Headglow Limited,"Rosse Works, Moorhead Lane, Shipley, BD18 4JH",BD18 4JH,53.83493,-1.79507,1990-04-01,21500,IF3,WORKSHOP AND PREMISES,1990-04-01,Y,,,,,,,,
848,Branshaw Golf Club,"Branshaw Golf Course, Branshaw Moor, Oakworth, Keighley, BD22 7FP",BD22 7FP,,1990-04-01,28750,LS2,GOLF COURSE AND PREMISES,1990-04-01,Y,,,,,,,,
849,,"1-3, Harrogate Road, Bradford, BD2 3DT",BD2 3DT,53.80927,-1.72946,1990-04-01,3600,CS,SHOP AND PREMISES,2016-07-01,,,,,,,,,
854,Pennine House Limited,"Car Park Space No 16, R-O Pennine House, 39-45, Well Street, Bradford, BD1 5NU",BD1 5NU,53.79482,-1.74824,1990-04-01,600,CP1,CAR PARKING SPACE AND PREMISES,2017-08-30,,Rateable Value,2017-12-30,,,,,,
860,Burley In Wharfedale Sports Club,"Sports Ground, Grange Road, Burley In Wharfedale, Ilkley, LS29 7NF",LS29 7NF,53.91218,-1.75049,1990-04-01,7200,LS,SPORTS GROUND AND PREMISES,1990-04-01,Y,,,Small Business Rate Relief,2010-04-01,,,,
862,Baildon Cricket Club,"Sports Ground, Heygate Lane, Baildon, BD17 6SH",BD17 6SH,53.85456,-1.76194,1990-04-01,5400,LS,SPORTS GROUND (AND PREMISES),1990-04-01,Y,,,Small Business Rate Relief,2010-04-01,,,,
